,mu_o_1,mu_o_5,std_o_1,std_o_5
0,-150785.9992980957,-54.93075656890869,0.0,6.042668482710873
1,-150415.00091552734,-55.62210175206204,0.0,6.563332449645138
2,-150396.9955444336,-55.702253014275946,0.0,6.5577108692534285
3,-150348.99711608887,-57.446650278895746,0.0,4.915776724930969
4,-149942.9988861084,-59.89871626780648,0.0,4.34827880302338
5,-149752.99835205078,-61.42051738058539,0.0,4.315192640286566
6,-149713.0012512207,-61.60534981884177,0.0,4.370863308336716
7,-149590.99769592285,-62.10740964218677,0.0,4.503790173221284
8,-149580.0018310547,-62.238340725998626,0.0,4.391285646974922
9,-149426.0025024414,-63.673941292981716,0.0,3.445327130688626
10,-149366.99867248535,-65.17793398189784,0.0,3.8904141571739657
11,-149187.00218200684,-69.92836748448451,0.0,10.920921538949473
12,-149169.9981689453,-69.97672224867878,0.0,10.928750526856623
13,-148549.99542236328,-71.4443144794153,0.0,11.217825141821516
14,-148420.00007629397,-76.15886408381057,0.0,10.56300734112813
15,-148285.9992980957,-76.48206466868957,0.0,10.522166254265132
16,-147952.0034790039,-77.2119536619494,0.0,10.330468185418805
17,-147666.9979095459,-78.82754416417461,0.0,8.828092738088523
18,-147024.0020751953,-83.89193337987629,0.0,6.601804536819529
19,-146724.99656677246,-85.90063056955746,0.0,6.265952674971482
20,-146560.00137329102,-87.68581445155742,0.0,5.303706442970332
21,-145753.00216674805,-93.99999896361774,0.0,6.34221426675826
22,-145455.99937438965,-95.87456104301978,0.0,7.945291296398986
23,-145145.99800109863,-99.15983033920796,0.0,9.737105037048051
24,-144561.99645996094,-103.60591190817547,0.0,13.032989379507496
25,-144284.00039672852,-105.6832109317601,0.0,14.57246891042759
26,-143804.99839782715,-109.96215661760398,0.0,17.71009705599059
27,-143471.00257873535,-112.29630736179072,0.0,19.091379802775283
28,-143178.99703979492,-114.14551890037221,0.0,20.143609140821923
29,-143122.99728393555,-117.93691820033989,0.0,18.886774507276602
30,-143058.00437927246,-118.72321099576318,0.0,19.100767138093808
31,-142748.00300598145,-121.51799492614256,0.0,19.674804509802918
32,-142407.9990386963,-130.94563979679748,0.0,23.934064962303477
33,-142371.99783325195,-131.41215347958607,0.0,24.216437115514694
34,-142035.9992980957,-133.82043738466913,0.0,26.296696214473545
35,-141803.99894714355,-134.2638583509493,0.0,26.427161126697417
36,-141241.99867248535,-144.49176539147888,0.0,11.279420866410737
37,-140858.00170898438,-150.33673267146028,0.0,9.189716228170687
38,-140044.00253295898,-154.58532450644998,0.0,11.304200207129892
39,-139858.99925231934,-155.03330543269544,0.0,11.267651331920195
40,-138915.0047302246,-157.59635346022912,0.0,11.043235422676013
41,-138584.00344848633,-158.57666130427205,0.0,10.963576677033403
42,-137940.99807739258,-160.57546601099006,0.0,11.019490639493135
43,-136466.99905395508,-169.2589745758498,0.0,15.180223452550225
44,-135996.9997406006,-176.40254302058761,0.0,23.949760516291168
45,-135808.0005645752,-178.3713077191512,0.0,26.26762580384276
46,-135493.0019378662,-179.31214435628164,0.0,25.99641422504809
47,-135395.0023651123,-180.9127691783338,0.0,26.328344479235074
48,-135340.00396728516,-183.5859883649014,0.0,24.502446768236805
49,-135310.00137329102,-184.67970590665516,0.0,23.474262071249097
50,-134191.9994354248,-190.30336070981917,0.0,22.221611406440278
51,-133100.004196167,-194.43015815482266,0.0,20.216250387164262
52,-132971.00067138672,-195.2168933966829,0.0,19.688593648970564
53,-132755.00297546387,-203.4483768532544,0.0,17.243164426754824
54,-132449.99885559082,-209.9655648313382,0.0,20.527797468717665
55,-131619.99702453613,-214.50384014607852,0.0,16.858288976311094
56,-131197.99613952637,-217.57149718110168,0.0,14.268705102601515
57,-130809.00192260742,-219.9860062925565,0.0,12.295949980433477
58,-130692.99697875977,-222.29742330065045,0.0,11.143466940113342
59,-130647.00126647946,-223.2109005489032,1.4551915228366852e-11,10.979692886917249
60,-127877.99835205078,-234.81712259124077,0.0,8.23390607072957
61,-127622.99537658691,-235.69589464415384,0.0,8.830108977538874
62,-126379.99534606934,-245.610845469996,0.0,13.13052641790692
63,-126280.00259399414,-246.34721941276734,0.0,13.791360063143035
64,-126054.00085449222,-248.014862103187,1.4551915228366852e-11,15.391141460135758
65,-125771.99935913086,-248.6703432733591,0.0,15.724339183810663
66,-123739.9959564209,-253.00881869621116,0.0,18.97018154870986
67,-123715.00015258786,-253.03478014874426,1.4551915228366852e-11,18.97626384600621
68,-122995.00465393066,-257.6997759084934,0.0,18.54091974718992
69,-122114.00032043454,-264.93395419735,1.4551915228366852e-11,20.4050455433192
70,-120212.00180053714,-269.6540428517037,1.4551915228366852e-11,17.44484703797067
71,-119830.99937438962,-270.6609573614959,1.4551915228366852e-11,17.058978979535983
72,-118597.00202941897,-280.51479078967077,1.4551915228366852e-11,18.996359680138948
73,-116541.0041809082,-284.08732968729794,0.0,21.255784332887952
74,-116452.99911499023,-284.43619284465177,0.0,21.462463577519497
75,-115453.9966583252,-299.11855663168126,0.0,14.196412740787622
76,-115249.0043640137,-302.9540541874979,1.4551915228366852e-11,16.433125146323956
77,-114800.99678039554,-305.3385039150848,1.4551915228366852e-11,17.81818566859011
78,-114399.00398254397,-307.1017608205578,1.4551915228366852e-11,18.857791827721645
79,-114152.00233459473,-308.9630077647066,0.0,18.220418686282066
80,-113800.00114440918,-311.19648223640286,0.0,17.10265459759221
81,-113095.99876403809,-317.136101258073,0.0,16.63208300200761
82,-111138.00048828122,-329.88316516977284,1.4551915228366852e-11,16.496554404338493
83,-110311.00273132324,-334.3182332980684,0.0,18.103427788631983
84,-109060.00137329102,-342.6796214871635,0.0,17.94010718360435
85,-108849.0009307861,-343.94802553105666,1.4551915228366852e-11,17.98307840472637
86,-108289.00337219238,-347.57549598949345,0.0,18.456437452770963
87,-108055.00030517578,-349.71501490935157,0.0,19.42467145810143
88,-106658.00094604492,-358.0642235171142,0.0,21.261032447661037
89,-105641.0026550293,-366.4922979359256,0.0,20.89586696398117
90,-105431.9953918457,-367.7547143779176,0.0,20.37563706184329
91,-104328.0029296875,-373.86144580573716,0.0,18.721473243932863
92,-103566.9994354248,-377.2817235472214,0.0,19.010050468204252
93,-103536.99684143066,-377.8981398072576,0.0,18.309851258167892
94,-102719.00177001952,-394.7647117558784,0.0,16.522058977817284
95,-100413.99955749512,-404.84702169206145,0.0,17.759824794590127
96,-99844.99931335448,-405.88881229007836,0.0,17.20038307774846
97,-99806.9953918457,-406.2643093229099,0.0,17.273433168103
98,-99721.00257873537,-409.6960645050106,0.0,13.685566663222268
99,-99214.0007019043,-416.4050408614604,0.0,15.529279384742757
100,-98420.00007629396,-421.2318117852566,0.0,14.88522072301737
101,-97624.99809265137,-425.76514444360043,0.0,16.12310733115582
102,-96986.99951171876,-427.01370854049844,0.0,16.696951379145254
103,-95578.0029296875,-432.24619248698326,0.0,17.08638971258445
104,-94639.9974822998,-436.1533622039186,0.0,17.96011142658018
105,-94469.99549865724,-436.7072340470507,0.0,17.93412775600467
106,-93760.99586486816,-440.94322136334966,0.0,14.752549223430805
107,-93344.00177001952,-452.2506649440801,0.0,11.689485734318982
108,-93245.0008392334,-455.08017282640776,0.0,15.016550137386464
109,-92601.0036468506,-458.0250272862371,0.0,13.363833955594508
110,-92272.99690246582,-461.3890737477601,0.0,11.864835295588035
111,-92252.99835205078,-461.7875966442085,0.0,11.777587515496675
112,-91866.99867248537,-467.2039391202902,0.0,13.30732749187044
113,-91620.99838256836,-467.84795753244526,0.0,12.70740440908006
114,-90235.99624633788,-475.9397312367897,0.0,11.538422691490084
115,-90177.001953125,-476.2422875168504,0.0,11.733368596975504
116,-89408.99848937988,-477.5327584216537,0.0,11.263843471085197
117,-88353.0044555664,-480.27653313891943,0.0,10.234123829592868
118,-87797.0027923584,-487.4331655985517,0.0,14.945965339249652
119,-87412.99629211426,-487.83518383906323,0.0,15.171378314003146
120,-87013.99803161621,-490.97258467114625,0.0,11.563795274682482
121,-86834.0015411377,-492.6959413714897,0.0,10.310769773121494
122,-86281.99577331543,-498.2942929058671,0.0,8.945569923378953
123,-85247.00164794922,-501.7448871956873,0.0,8.51279765855363
124,-84771.00372314453,-503.4713181863979,0.0,8.892335691147615
125,-83583.0020904541,-511.1305754508506,0.0,15.215814725047279
126,-83566.9994354248,-511.2363359389792,0.0,15.304797487682595
127,-83493.9956665039,-511.60330215244505,0.0,15.541501358489743
128,-82215.00396728516,-515.656904815193,0.0,17.812618435221758
129,-82121.00028991699,-515.862064163528,0.0,17.840677994814055
130,-81035.99548339844,-519.3174960009349,0.0,17.733442951395393
131,-81021.00372314453,-519.5962251872163,0.0,17.541090242069146
132,-80629.99725341797,-526.7618341823825,0.0,16.355668294801017
133,-80593.99604797363,-527.438897796152,0.0,16.62470591607519
134,-80181.99920654297,-529.3262693331293,0.0,16.258875824696073
135,-79567.99983978271,-533.2240195138836,0.0,16.79617825102736
136,-79057.00206756592,-539.2713790526284,0.0,21.491435574002683
137,-78888.00144195557,-539.8687091367664,0.0,21.235934492837767
138,-78846.00162506104,-548.2044911541828,0.0,15.583958003491537
139,-78418.00212860107,-549.3915406233436,0.0,15.083488358528568
140,-77786.9987487793,-552.8812165865158,0.0,15.66294902787834
141,-76648.0016708374,-559.182227388556,0.0,18.83264372697742
142,-75482.00130462646,-562.1178041507313,0.0,18.399814245202673
143,-75146.99935913086,-563.3053934282904,0.0,18.280331387491966
144,-74071.00200653076,-571.537327921152,0.0,11.3039233837497
145,-73558.99810791016,-575.2568233807526,0.0,8.638670681489417
146,-72838.99784088135,-581.3508407103055,0.0,6.208900832363382
147,-72452.00157165527,-583.610307205412,0.0,5.76019015818833
148,-71932.0011138916,-589.9640969832201,0.0,10.176930818669858
149,-71747.99919128418,-592.3949691694128,0.0,12.50346905825485
150,-71041.99886322021,-596.2916001335361,0.0,12.28754384751417
151,-70366.00112915039,-605.724544233205,0.0,13.929956458200959
152,-70349.00188446045,-605.8053951317586,0.0,13.939665802312767
153,-70222.00107574463,-606.2442754131313,0.0,14.001567170817475
154,-69524.00207519531,-608.4047642783705,0.0,14.41106435776807
155,-68894.00005340576,-609.7573524967017,0.0,14.732365612379311
156,-68571.00009918213,-610.2776300327989,0.0,14.752064305050517
157,-68354.00104522705,-612.325151215201,0.0,11.571761483668512
158,-68106.99939727783,-612.9118350337882,0.0,11.248505870965731
159,-67586.00234985352,-614.7414448454696,0.0,11.050263618051495
160,-63979.997634887695,-625.6941424713466,0.0,13.622287173355742
161,-63512.001037597656,-638.097817384858,0.0,20.116109729079493
162,-63255.00011444092,-638.7621364996592,0.0,20.512063918942804
163,-62811.99932098389,-640.316990945508,0.0,21.592204210931904
164,-61448.001861572266,-645.5473263437742,0.0,25.349865003300426
165,-61163.99765014647,-646.1258092895227,7.275957614183426e-12,25.59128304106355
166,-57312.99877166748,-658.4502979346556,0.0,24.523396757582606
167,-56885.986328125,-659.6174704915417,0.0,24.309169146120055
168,-56669.00634765625,-660.2969303682132,0.0,24.308437852076395
169,-56630.001068115234,-670.5385334895598,0.0,17.924617362991086
170,-54435.0004196167,-678.2613672335059,0.0,15.010102367607855
171,-53505.99765777588,-681.6372170012498,0.0,14.025852949180948
172,-53407.00149536133,-682.031276567738,0.0,13.978897731213891
173,-52719.00177001953,-692.5880838097873,0.0,12.722289837426436
174,-52497.0006942749,-696.0130266761394,0.0,16.305394114585496
175,-51907.00054168701,-697.9502091883721,0.0,16.357150627281662
176,-50955.963134765625,-701.7130576437178,0.0,16.29612039794824
177,-48678.99894714356,-708.3741634294095,0.0,14.137637823513083
178,-48383.99887084961,-709.548576182688,0.0,14.128703453284386
179,-45412.99819946289,-722.5095657411384,0.0,13.75652891515165
180,-41785.00175476074,-738.4574310454933,0.0,14.628398919999457
181,-40812.00122833252,-742.7004185870007,0.0,15.101780486397274
182,-40618.00003051758,-743.4530591161013,0.0,15.038421851659622
183,-38875.00047683716,-750.6719699390791,0.0,14.343536617965736
184,-36122.000217437744,-762.3498611506915,0.0,13.688037333224505
185,-36066.999435424805,-762.6286564903218,0.0,13.667512501845879
186,-34223.99997711182,-771.7995426513628,0.0,13.237673385462976
187,-31366.99914932251,-784.0152359675387,0.0,13.104419364966901
188,-30896.987915039062,-786.4059047536658,0.0,12.802850542388438
189,-30539.000034332275,-789.1636736091015,0.0,12.010591300493706
190,-28455.99889755249,-805.5181469331314,0.0,13.132695321957751
191,-28452.9995918274,-805.947584572741,3.637978807091713e-12,12.83499276105868
192,-28166.99981689453,-814.0845806269499,0.0,14.905431905354481
193,-28162.999153137207,-814.1995562869106,0.0,15.000470851221912
194,-27497.99966812133,-819.0456807118153,3.637978807091713e-12,16.877379079198793
195,-26306.991577148445,-825.3198418440916,3.637978807091713e-12,18.348658317283938
196,-22532.00054168701,-859.878641022595,0.0,11.211321724841547
197,-22460.00051498413,-860.5271271467852,0.0,11.531431248354322
198,-21905.999183654785,-865.6127598505415,0.0,14.192547905451958
199,-21565.99998474121,-870.4409563115544,0.0,14.993951035086912
200,-21456.99977874756,-871.8007017189502,0.0,15.44304647848502
201,-21438.980102539062,-871.9672318808271,0.0,15.42186770633832
202,-20610.00108718872,-880.2133656005104,0.0,14.519727607972307
203,-19431.999921798702,-896.1313603662968,0.0,21.253536362617897
204,-17825.01220703125,-906.0495324675052,0.0,17.421338106075634
205,-17566.00022315979,-913.1502248068737,0.0,15.082448521149095
206,-13229.999542236328,-934.0384774161108,0.0,7.886434861682865
207,-12927.000522613524,-936.2507789829604,0.0,8.296945834671794
208,-12561.00058555603,-940.7540484933281,0.0,7.8447044693804555
209,-8501.999974250793,-987.759572435524,0.0,36.69450706003657
210,-8227.00023651123,-990.684697733935,0.0,39.10796118079001
211,-6932.9833984375,-997.4921369360203,0.0,39.22770596457934
212,-6882.01904296875,-997.7831651693241,0.0,39.24172311489564
213,-6082.9925537109375,-1008.6093840811766,0.0,33.83756056868484
214,-5877.000093460083,-1014.781831259085,0.0,29.81780396699594
215,-5774.993896484375,-1017.7230207829223,0.0,28.016930518057126
216,-5371.999740600586,-1029.3964260131493,0.0,23.746933289787037
217,-4171.9818115234375,-1065.0946083892977,0.0,41.5696321966607
218,-4101.0284423828125,-1068.4782919788388,0.0,43.16388811062751
219,-4070.9999203681946,-1070.5089930835043,0.0,43.94611010210544
220,-3722.0001220703134,-1092.5788009765693,4.547473508864641e-13,53.64018782855738
221,-3562.000095844269,-1100.0001622591578,0.0,59.04617510454445
222,-3294.98291015625,-1140.1754364326398,0.0,73.28174981727857
223,-3292.0074462890625,-1141.1965824519082,0.0,72.61596501832527
224,-3267.9998874664307,-1149.5721460799123,0.0,67.55313805705126
225,-3185.9999895095825,-1170.2364375351592,0.0,46.46116291837809
226,-3060.9893798828125,-1178.7252771064318,0.0,48.39125104548648
227,-2879.999876022339,-1186.5924886335067,0.0,47.589460584606265
228,-2456.0000002384186,-1204.595709139403,0.0,46.63661161749353
229,-2414.0000343322754,-1209.7307155215683,0.0,43.22082745371887
230,-2190.999984741211,-1238.4696330508552,0.0,43.21485457270366
231,-2141.0000324249268,-1247.049768489685,0.0,48.22034138172243
232,-2079.000025987625,-1259.8867293687258,0.0,54.97730597908185
233,-2077.0263671875,-1260.3850628076243,0.0,55.302052394052254
234,-2032.999992370605,-1274.758290460799,2.2737367544323206e-13,57.294878128022475
235,-1992.000043392181,-1265.2427931097181,2.2737367544323206e-13,43.816975282399014
236,-1978.9999723434448,-1271.0207673884784,0.0,43.942509781114104
237,-1929.000020027161,-1299.7320344333907,2.2737367544323206e-13,37.48242441926253
238,-1809.999942779541,-1351.1608840085028,0.0,27.225352609830157
239,-1789.0000343322754,-1358.5509685447796,0.0,34.01516725844861
240,-1782.0000648498535,-1361.586848359372,0.0,35.035589328772396
241,-1749.9999701976776,-1403.8882143739747,0.0,2.3941437955810443
242,-1729.9999296665192,-1408.401174545288,0.0,0.0
